Date,Value Traded,# of Transactions,# of Shares,Index,% Change
2012-09-06,199427.0,128.0,57890.0,3703.0,-0.35
2012-09-05,55766.0,79.0,10477.0,3716.0,0.15
2012-09-04,173704.0,117.0,33326.0,3711.0,0.92
2012-09-03,467097.0,243.0,83004.0,3677.0,-1.04
2012-09-02,1508748.0,394.0,263705.0,3715.0,0.96
2012-08-30,611980.0,273.0,110641.0,3680.0,1.78
2012-08-29,254532.0,166.0,61229.0,3616.0,0.18
2012-08-28,162299.0,134.0,33593.0,3609.0,0.38
2012-08-27,487876.0,185.0,125326.0,3596.0,-0.12
2012-08-26,526700.0,135.0,107975.0,3600.0,-0.35
2012-08-23,217299.0,153.0,46605.0,3612.0,-0.69
2012-08-22,475191.0,131.0,88861.0,3637.0,0.58
2012-08-16,219726.0,87.0,45655.0,3617.0,-1.04
2012-08-15,51835.0,60.0,10502.0,3655.0,-0.21
2012-08-14,90207.0,64.0,17485.0,3662.0,1.1
2012-08-13,101219.0,77.0,28128.0,3622.0,0.7
2012-08-12,55574.0,49.0,13098.0,3597.0,-1.19
2012-08-09,166176.0,105.0,42622.0,3641.0,0.72
2012-08-08,146929.0,108.0,36949.0,3615.0,0.42
2012-08-07,338282.0,163.0,73093.0,3599.0,0.91
2012-08-06,96056.0,84.0,22458.0,3567.0,1.42
2012-08-05,58879.0,76.0,12697.0,3517.0,-0.5
2012-08-02,383268.0,110.0,104069.0,3535.0,-0.31
2012-08-01,198602.0,93.0,56718.0,3546.0,1.22
2012-07-31,295444.0,151.0,67441.0,3503.0,-1.47
2012-07-30,239399.0,112.0,59731.0,3555.0,-0.99
2012-07-29,53932.0,53.0,10180.0,3591.0,-1.02
2012-07-26,207429.0,81.0,43126.0,3628.0,0.56
2012-07-25,181151.0,52.0,50892.0,3608.0,-0.37
2012-07-24,80705.0,56.0,15794.0,3621.0,-0.12
2012-07-23,36550.0,26.0,7107.0,3625.0,0.45
2012-07-22,148655.0,60.0,28414.0,3609.0,-1.1
2012-07-19,106152.0,78.0,20765.0,3649.0,-0.12
2012-07-18,54900.0,51.0,12782.0,3653.0,0.31
2012-07-17,88095.0,68.0,17839.0,3642.0,-0.43
2012-07-16,202623.0,66.0,40103.0,3658.0,1.09
2012-07-15,107579.0,85.0,29468.0,3619.0,-2.06
2012-07-12,134838.0,97.0,31051.0,3695.0,0.3
2012-07-11,41658.0,48.0,11726.0,3684.0,-0.73
2012-07-10,110645.0,93.0,20064.0,3711.0,0.0
2012-07-09,59397.0,62.0,11939.0,3711.0,0.39
2012-07-08,187816.0,96.0,34561.0,3697.0,-1.17
2012-07-05,175842.0,125.0,32576.0,3741.0,-0.63
2012-07-04,249196.0,183.0,49477.0,3764.0,1.16
2012-07-03,176678.0,138.0,34576.0,3721.0,0.65
2012-07-02,179749.0,175.0,44860.0,3697.0,1.12
2012-07-01,113552.0,114.0,23720.0,3657.0,0.9
2012-06-28,89654.0,85.0,18577.0,3624.0,-0.42
2012-06-27,263049.0,207.0,62428.0,3639.0,-1.1
2012-06-26,301220.0,177.0,59285.0,3680.0,-0.61
2012-06-25,125486.0,52.0,22310.0,3702.0,-0.79
2012-06-24,335533.0,191.0,61403.0,3732.0,0.53
2012-06-21,169936.0,129.0,32208.0,3712.0,-1.63
2012-06-20,357699.0,143.0,62733.0,3773.0,0.56
2012-06-19,672897.0,225.0,133410.0,3752.0,0.18
2012-06-18,484276.0,119.0,91745.0,3746.0,0.19
2012-06-17,419502.0,242.0,80860.0,3739.0,1.53
2012-06-14,352001.0,257.0,68167.0,3682.0,1.39
2012-06-13,129130.0,91.0,34091.0,3632.0,1.69
2012-06-12,180079.0,112.0,49835.0,3572.0,0.62
2012-06-11,114254.0,118.0,25074.0,3550.0,0.99
2012-06-10,101680.0,108.0,24296.0,3515.0,-0.02
2012-06-07,36789.0,64.0,7299.0,3516.0,0.15
2012-06-06,59012.0,75.0,14252.0,3510.0,-2.44
2012-06-05,240987.0,202.0,44238.0,3598.0,2.35
2012-06-04,185096.0,116.0,45464.0,3515.0,0.22
2012-06-03,183328.0,132.0,42070.0,3508.0,-2.14
2012-05-31,484890.0,271.0,92955.0,3584.0,-0.56
2012-05-30,985495.0,231.0,184385.0,3605.0,1.25
2012-05-29,278374.0,105.0,53494.0,3560.0,0.43
2012-05-28,158125.0,158.0,32552.0,3545.0,-0.22
2012-05-27,51630.0,73.0,11356.0,3553.0,-0.37
2012-05-24,137299.0,131.0,27140.0,3566.0,-1.13
2012-05-23,57262.0,88.0,12708.0,3607.0,0.74
2012-05-22,465799.0,202.0,94100.0,3580.0,1.92
2012-05-21,312871.0,173.0,67173.0,3513.0,-3.45
2012-05-20,930291.0,112.0,175203.0,3638.0,-0.46
2012-05-17,120820.0,68.0,23379.0,3655.0,0.57
2012-05-16,116464.0,96.0,25093.0,3634.0,-2.73
2012-05-15,32669.0,45.0,7481.0,3736.0,-0.35
2012-05-14,107585.0,59.0,24762.0,3749.0,-0.5
2012-05-13,106415.0,70.0,19093.0,3768.0,-0.6
2012-05-10,87870.0,46.0,16529.0,3791.0,0.92
2012-05-09,40456.0,57.0,10097.0,3756.0,-0.42
2012-05-08,152557.0,95.0,36256.0,3772.0,-1.49
2012-05-07,531231.0,262.0,102246.0,3829.0,0.27
2012-05-06,50629.0,58.0,10240.0,3819.0,-0.1
2012-05-03,77222.0,59.0,20909.0,3823.0,0.08
2012-05-02,341178.0,146.0,59712.0,3820.0,0.12
2012-05-01,120413.0,99.0,30668.0,3815.0,0.61
2012-04-30,120501.0,110.0,25334.0,3792.0,-1.24
2012-04-26,159971.0,60.0,30540.0,3840.0,0.05
2012-04-25,258431.0,170.0,65872.0,3837.0,0.47
2012-04-24,255693.0,115.0,60712.0,3820.0,-0.51
2012-04-23,397128.0,150.0,89298.0,3839.0,-2.94
2012-04-22,121386.0,98.0,21551.0,3956.0,-0.13
2012-04-19,318764.0,139.0,61187.0,3961.0,-0.21
2012-04-18,201876.0,135.0,39508.0,3969.0,-0.6
2012-04-17,179764.0,101.0,33647.0,3993.0,-0.82
2012-04-16,369625.0,103.0,47710.0,4026.0,-0.85
2012-04-15,5247853.0,307.0,1471345.0,4060.0,-1.28
2012-04-12,718070.0,229.0,123690.0,4113.0,0.4
2012-04-11,531634.0,209.0,98994.0,4096.0,0.27
2012-04-10,213591.0,144.0,55280.0,4086.0,-0.63
2012-04-09,603622.0,190.0,113492.0,4112.0,-0.54
2012-04-08,143016.0,146.0,27466.0,4134.0,-1.2
2012-04-05,1240722.0,289.0,220428.0,4184.0,1.65
2012-04-04,79265.0,58.0,20344.0,4116.0,0.45
2012-04-03,114733.0,64.0,23769.0,4098.0,0.71
2012-04-02,80308.0,74.0,18065.0,4069.0,0.99
2012-04-01,354464.0,152.0,71671.0,4029.0,0.25
2012-03-29,174820.0,99.0,38277.0,4018.0,0.07
2012-03-28,379866.0,109.0,79521.0,4016.0,1.0
2012-03-27,338598.0,89.0,62416.0,3976.0,-0.84
2012-03-26,173308.0,93.0,39073.0,4010.0,0.12
2012-03-25,121328.0,96.0,24472.0,4005.0,-0.06
2012-03-22,128516.0,81.0,27348.0,4007.0,0.03
2012-03-21,115178.0,92.0,23277.0,4006.0,-0.07
2012-03-20,488302.0,202.0,88433.0,4009.0,-0.23
2012-03-19,1280611.0,364.0,241512.0,4018.0,1.15
2012-03-18,792836.0,261.0,144108.0,3972.0,-0.18
2012-03-15,174086.0,89.0,33220.0,3979.0,-0.67
2012-03-14,132530.0,120.0,28236.0,4006.0,-0.91
2012-03-13,374424.0,186.0,71220.0,4043.0,0.81
2012-03-12,798448.0,360.0,160039.0,4010.0,-2.44
2012-03-11,485961.0,159.0,94392.0,4111.0,-0.14
2012-03-08,352491.0,216.0,84548.0,4116.0,0.98
2012-03-07,268094.0,174.0,66723.0,4076.0,1.3
2012-03-06,1117674.0,326.0,222764.0,4024.0,-2.16
2012-03-05,1137662.0,377.0,269402.0,4113.0,4.63
2012-03-04,236382.0,104.0,60053.0,3931.0,0.96
2012-03-01,190050.0,69.0,51301.0,3894.0,0.21
2012-02-29,90911.0,105.0,22865.0,3886.0,0.75
2012-02-28,65936.0,88.0,14278.0,3857.0,-1.32
2012-02-27,117300.0,130.0,26759.0,3908.0,2.1
2012-02-26,386892.0,182.0,73175.0,3828.0,-1.18
2012-02-23,536160.0,259.0,113033.0,3874.0,-1.81
2012-02-22,304814.0,137.0,61275.0,3945.0,-0.54
2012-02-21,53864.0,53.0,12515.0,3967.0,-0.17
2012-02-20,103208.0,85.0,19482.0,3973.0,0.22
2012-02-19,60163.0,49.0,12400.0,3965.0,-0.82
2012-02-16,135259.0,65.0,30345.0,3997.0,0.4
2012-02-15,43380.0,62.0,9383.0,3981.0,-0.49
2012-02-14,208892.0,98.0,41987.0,4001.0,-0.05
2012-02-13,73507.0,61.0,16113.0,4003.0,-0.57
2012-02-12,210380.0,76.0,44861.0,4026.0,0.19
2012-02-09,232590.0,105.0,46733.0,4018.0,0.03
2012-02-08,140043.0,69.0,30293.0,4017.0,-0.86
2012-02-07,1015337.0,320.0,191208.0,4052.0,1.49
2012-02-06,107460.0,48.0,23720.0,3993.0,-0.04
2012-02-05,90443.0,52.0,19569.0,3994.0,-0.07
2012-02-02,393265.0,104.0,80660.0,3997.0,0.19
2012-02-01,580106.0,207.0,123923.0,3989.0,0.16
2012-01-31,229125.0,111.0,50122.0,3983.0,-0.86
2012-01-30,150807.0,94.0,29480.0,4017.0,-0.6
2012-01-29,252845.0,70.0,46404.0,4042.0,0.25
2012-01-26,261884.0,96.0,49886.0,4032.0,0.24
2012-01-25,88606.0,97.0,18475.0,4022.0,-0.71
2012-01-24,208086.0,102.0,37547.0,4051.0,0.95
2012-01-23,58837.0,49.0,16476.0,4012.0,-0.75
2012-01-22,129826.0,75.0,26677.0,4043.0,-0.15
2012-01-19,209048.0,106.0,42620.0,4049.0,0.07
2012-01-18,102464.0,94.0,20062.0,4046.0,0.03
2012-01-17,186778.0,91.0,32082.0,4045.0,0.61
2012-01-16,467861.0,147.0,82568.0,4020.0,0.33
2012-01-15,93255.0,73.0,16891.0,4007.0,-0.54
2012-01-12,293422.0,109.0,51298.0,4029.0,0.13
2012-01-11,194065.0,101.0,42708.0,4023.0,-0.29
2012-01-10,214996.0,114.0,36434.0,4035.0,0.89
2012-01-09,66383.0,99.0,12063.0,3999.0,-1.18
2012-01-08,116919.0,60.0,23225.0,4047.0,-1.48
2012-01-05,169042.0,95.0,32901.0,4108.0,-0.3
2012-01-04,195599.0,122.0,40169.0,4120.0,0.97
2012-01-03,109834.0,108.0,20446.0,4081.0,-0.82
2012-01-02,325580.0,150.0,55783.0,4115.0,0.97
2011-12-28,819988.0,261.0,162183.0,4075.0,-0.49
2011-12-27,451534.0,120.0,95600.0,4095.0,-0.09
2011-12-26,297045.0,76.0,55629.0,4099.0,0.08
2011-12-22,209490.0,150.0,51374.0,4096.0,0.46
2011-12-21,356084.0,196.0,76922.0,4077.0,0.19
2011-12-20,367596.0,177.0,63011.0,4069.0,-0.13
2011-12-19,371719.0,212.0,65623.0,4075.0,-0.85
2011-12-18,468686.0,149.0,82774.0,4110.0,-1.03
2011-12-15,1274491.0,392.0,236964.0,4152.0,-0.34
2011-12-14,1518566.0,513.0,265175.0,4166.0,-1.42
2011-12-13,2330116.0,675.0,446483.0,4226.0,2.98
2011-12-12,1157358.0,476.0,258880.0,4104.0,2.39
2011-12-11,2512524.0,846.0,433805.0,4008.0,-0.47
2011-12-08,3498340.0,839.0,603367.0,4027.0,0.49
2011-12-07,1595714.0,499.0,293740.0,4008.0,1.9
2011-12-06,1415798.0,457.0,257788.0,3933.0,0.85
2011-12-05,316847.0,192.0,63531.0,3900.0,-0.03
2011-12-04,1053634.0,365.0,200620.0,3901.0,0.34
2011-12-01,927542.0,435.0,180703.0,3888.0,2.59
2011-11-30,666968.0,310.0,136681.0,3790.0,-0.22
2011-11-29,943421.0,396.0,190615.0,3798.0,-3.18
2011-11-28,389743.0,208.0,81335.0,3923.0,1.04
2011-11-27,413808.0,247.0,85548.0,3882.0,-1.12
2011-11-24,1120526.0,598.0,222849.0,3927.0,1.77
2011-11-23,1285454.0,484.0,256598.0,3858.0,4.48
2011-11-22,505328.0,210.0,103455.0,3693.0,-3.24
2011-11-21,1313018.0,427.0,263738.0,3816.0,-4.64
2011-11-20,520205.0,300.0,102584.0,4002.0,-3.36
2011-11-17,1182735.0,497.0,219240.0,4141.0,-1.77
2011-11-16,1319000.0,524.0,243550.0,4216.0,0.72
2011-11-15,2436050.0,734.0,466549.0,4186.0,1.27
2011-11-14,1333049.0,288.0,304784.0,4133.0,4.7
2011-11-13,1347355.0,395.0,286189.0,3948.0,3.34
2011-11-03,845416.0,449.0,178328.0,3820.0,0.6
2011-11-02,1061256.0,546.0,221048.0,3797.0,-1.78
2011-11-01,2047692.0,653.0,438482.0,3866.0,2.49
2011-10-31,2403002.0,701.0,555217.0,3772.0,3.14
2011-10-30,609356.0,209.0,150159.0,3657.0,4.15
2011-10-27,986224.0,350.0,258769.0,3512.0,2.66
2011-10-26,731671.0,209.0,181361.0,3421.0,1.63
2011-10-25,372682.0,207.0,97839.0,3366.0,3.33
2011-10-24,203396.0,77.0,63920.0,3258.0,0.66
2011-10-23,74227.0,78.0,23933.0,3236.0,0.44
2011-10-20,355448.0,146.0,109948.0,3222.0,1.93
2011-10-19,274082.0,56.0,77948.0,3161.0,1.36
2011-10-18,77964.0,66.0,27532.0,3119.0,0.8
2011-10-17,107923.0,53.0,34869.0,3094.0,-0.18
2011-10-16,346936.0,42.0,89440.0,3100.0,0.21
2011-10-13,15442.0,38.0,4382.0,3093.0,1.15
2011-10-12,38209.0,23.0,13793.0,3058.0,0.39
2011-10-11,43518.0,47.0,12480.0,3046.0,0.73
2011-10-10,213608.0,180.0,62276.0,3024.0,-2.09
2011-10-09,68917.0,63.0,17995.0,3089.0,-0.36
2011-10-06,87264.0,79.0,29060.0,3100.0,0.35
2011-10-05,78226.0,53.0,28627.0,3089.0,-0.8
2011-10-04,122143.0,105.0,40586.0,3114.0,-0.25
2011-10-03,138209.0,153.0,45560.0,3121.0,1.43
2011-10-02,301558.0,197.0,101691.0,3077.0,0.48
2011-09-29,406654.0,143.0,124184.0,3063.0,-0.8
2011-09-28,100394.0,91.0,34978.0,3087.0,-0.03
2011-09-27,125557.0,114.0,32289.0,3088.0,-0.26
2011-09-26,236994.0,144.0,72416.0,3096.0,-2.42
2011-09-25,53058.0,47.0,12304.0,3173.0,0.25
2011-09-22,107827.0,64.0,28806.0,3165.0,-1.06
2011-09-21,100361.0,70.0,24600.0,3199.0,0.57
2011-09-20,425002.0,139.0,99300.0,3181.0,0.94
2011-09-19,232588.0,87.0,67286.0,3151.0,-0.43
2011-09-18,120671.0,95.0,39535.0,3164.0,-0.91
2011-09-15,173442.0,88.0,43313.0,3193.0,0.1
2011-09-14,154254.0,128.0,41116.0,3190.0,-0.03
2011-09-13,190322.0,109.0,40527.0,3191.0,-1.52
2011-09-12,89978.0,65.0,24005.0,3240.0,-0.81
2011-09-11,65699.0,79.0,19012.0,3267.0,-0.31
2011-09-08,188103.0,104.0,47954.0,3277.0,1.17
2011-09-07,46067.0,57.0,12299.0,3239.0,0.47
2011-09-06,81508.0,63.0,16456.0,3224.0,0.0
2011-09-05,121004.0,110.0,30484.0,3224.0,0.98
2011-09-04,278531.0,160.0,69283.0,3192.0,0.59
2011-08-29,152132.0,98.0,42672.0,3174.0,-0.65
2011-08-28,58757.0,73.0,16058.0,3195.0,0.46
2011-08-25,154087.0,69.0,39144.0,3180.0,-0.42
2011-08-24,258922.0,93.0,62021.0,3193.0,-0.34
2011-08-23,23261.0,37.0,7036.0,3204.0,0.08
2011-08-22,21722.0,40.0,6476.0,3202.0,1.46
2011-08-21,143607.0,92.0,42149.0,3156.0,-1.03
2011-08-18,166686.0,50.0,42225.0,3188.0,0.66
2011-08-17,212974.0,83.0,56136.0,3167.0,-0.17
2011-08-16,24687.0,47.0,7166.0,3173.0,-0.36
2011-08-15,71094.0,54.0,20886.0,3184.0,-0.77
2011-08-14,230979.0,97.0,61611.0,3209.0,0.16
2011-08-11,123307.0,75.0,35277.0,3204.0,0.19
2011-08-10,237735.0,159.0,65348.0,3198.0,-0.18
2011-08-09,418485.0,270.0,112270.0,3204.0,-2.78
2011-08-08,129142.0,114.0,35003.0,3295.0,0.68
2011-08-07,293871.0,162.0,75582.0,3273.0,-0.91
2011-08-04,99413.0,86.0,25619.0,3303.0,-0.63
2011-08-03,44980.0,67.0,12618.0,3324.0,-0.8
2011-08-02,75560.0,64.0,18895.0,3351.0,0.91
2011-08-01,87381.0,71.0,21537.0,3321.0,-0.47
2011-07-31,171148.0,132.0,44941.0,3336.0,-0.92
2011-07-28,135762.0,111.0,35600.0,3367.0,-0.91
2011-07-27,66771.0,55.0,17519.0,3398.0,-0.16
2011-07-26,245617.0,204.0,53399.0,3403.0,0.1
2011-07-25,135560.0,120.0,35527.0,3400.0,1.21
2011-07-24,112324.0,108.0,32072.0,3359.0,-0.94
2011-07-21,97650.0,78.0,28060.0,3391.0,1.09
2011-07-20,321201.0,179.0,80134.0,3355.0,-2.41
2011-07-19,1168273.0,112.0,273906.0,3437.0,0.33
2011-07-18,240763.0,43.0,57326.0,3426.0,-0.14
2011-07-17,97344.0,80.0,27313.0,3431.0,0.19
2011-07-14,163519.0,120.0,44802.0,3424.0,0.31
2011-07-13,318894.0,160.0,78160.0,3413.0,-1.36
2011-07-12,81785.0,87.0,19002.0,3460.0,-0.54
2011-07-11,129495.0,83.0,42065.0,3479.0,0.95
2011-07-10,59512.0,60.0,14170.0,3446.0,-0.18
2011-07-07,199668.0,126.0,52578.0,3452.0,0.04
2011-07-06,185835.0,148.0,49861.0,3451.0,-1.8
2011-07-05,302810.0,200.0,72320.0,3514.0,1.85
2011-07-04,85278.0,88.0,20599.0,3450.0,-0.26
2011-07-03,156113.0,100.0,46876.0,3459.0,0.65
2011-06-30,254337.0,180.0,65178.0,3437.0,-0.58
2011-06-29,72120.0,76.0,18574.0,3457.0,0.83
2011-06-28,376580.0,164.0,89489.0,3429.0,-2.06
2011-06-27,527608.0,170.0,125404.0,3501.0,-1.52
2011-06-26,297585.0,177.0,75427.0,3555.0,-2.22
2011-06-23,55488.0,44.0,15540.0,3635.0,0.52
2011-06-22,71632.0,73.0,20028.0,3617.0,-0.08
2011-06-21,151588.0,100.0,34362.0,3620.0,-0.78
2011-06-20,457215.0,131.0,98617.0,3648.0,-2.44
2011-06-19,312689.0,84.0,66000.0,3739.0,-0.26
2011-06-16,50726.0,59.0,11002.0,3749.0,-0.26
2011-06-15,54505.0,62.0,12392.0,3758.0,-0.41
2011-06-14,134914.0,67.0,35005.0,3774.0,0.02
2011-06-13,501482.0,110.0,113354.0,3773.0,-1.51
2011-06-12,339187.0,163.0,84469.0,3831.0,2.9
2011-06-09,86614.0,80.0,18217.0,3723.0,2.33
2011-06-08,250364.0,127.0,60671.0,3638.0,-1.22
2011-06-07,259755.0,134.0,65423.0,3683.0,0.61
2011-06-06,56587.0,67.0,13963.0,3661.0,0.65
2011-06-05,146375.0,92.0,34327.0,3637.0,0.34
2011-06-02,160860.0,108.0,40165.0,3624.0,-0.2
2011-06-01,220615.0,64.0,49177.0,3632.0,0.19
2011-05-31,378087.0,106.0,80573.0,3625.0,-0.72
2011-05-30,560794.0,125.0,121517.0,3651.0,-0.15
2011-05-29,383436.0,78.0,85901.0,3657.0,-1.38
2011-05-26,51055.0,59.0,12864.0,3708.0,-0.54
2011-05-24,82699.0,81.0,19064.0,3728.0,-0.06
2011-05-23,341142.0,131.0,70576.0,3730.0,-0.07
2011-05-22,289593.0,198.0,62629.0,3733.0,-1.09
2011-05-19,117711.0,103.0,25506.0,3774.0,-0.49
2011-05-18,70380.0,78.0,15175.0,3793.0,-0.22
2011-05-17,416088.0,171.0,105206.0,3801.0,-1.69
2011-05-16,317841.0,179.0,76997.0,3866.0,-0.99
2011-05-15,62753.0,51.0,16202.0,3905.0,-0.87
2011-05-12,54149.0,34.0,16359.0,3940.0,0.17
2011-05-11,602502.0,246.0,114483.0,3933.0,-0.35
2011-05-10,377359.0,203.0,70040.0,3947.0,-0.19
2011-05-09,185460.0,137.0,37239.0,3954.0,-0.03
2011-05-08,261137.0,138.0,47965.0,3955.0,-1.18
2011-05-05,649799.0,205.0,116876.0,4003.0,1.41
2011-05-04,488879.0,247.0,105705.0,3947.0,-1.66
2011-05-03,1374524.0,401.0,250573.0,4014.0,0.49
2011-05-02,994574.0,274.0,181631.0,3994.0,0.76
2011-04-28,458296.0,167.0,86359.0,3964.0,1.03
2011-04-27,227133.0,126.0,46248.0,3923.0,-0.75
2011-04-26,128760.0,106.0,31690.0,3953.0,-1.91
2011-04-25,224235.0,138.0,43766.0,4030.0,0.96
2011-04-24,371312.0,181.0,75754.0,3992.0,-0.56
2011-04-21,140621.0,74.0,29807.0,4014.0,-0.21
2011-04-20,160322.0,115.0,31357.0,4023.0,0.11
2011-04-19,1478193.0,384.0,287816.0,4018.0,-1.07
2011-04-18,468025.0,151.0,90179.0,4062.0,0.76
2011-04-17,145416.0,78.0,30393.0,4031.0,-0.53
2011-04-14,513099.0,154.0,97229.0,4052.0,-0.06
2011-04-13,352333.0,154.0,68288.0,4055.0,-0.01
2011-04-12,550995.0,195.0,103927.0,4055.0,0.91
2011-04-11,476043.0,188.0,95825.0,4019.0,-3.28
2011-04-10,340594.0,157.0,65371.0,4155.0,-3.07
2011-04-07,1561542.0,374.0,284962.0,4286.0,0.66
2011-04-06,1263708.0,416.0,248813.0,4258.0,2.55
2011-04-05,1262697.0,395.0,256057.0,4152.0,1.65
2011-04-04,987351.0,439.0,204624.0,4085.0,3.22
2011-04-03,425696.0,120.0,105495.0,3957.0,0.18
2011-03-31,298250.0,124.0,63390.0,3950.0,-0.74
2011-03-30,782795.0,216.0,164884.0,3980.0,0.87
2011-03-29,138418.0,95.0,28198.0,3945.0,0.26
2011-03-28,254242.0,136.0,60979.0,3935.0,0.15
2011-03-27,248926.0,113.0,61093.0,3929.0,-1.25
2011-03-24,207685.0,83.0,44108.0,3979.0,-1.23
2011-03-23,111285.0,63.0,26687.0,4029.0,0.11
2011-03-22,175040.0,73.0,38966.0,4024.0,-0.17
2011-03-21,177164.0,91.0,37210.0,4031.0,-0.53
2011-03-20,238683.0,109.0,51299.0,4052.0,0.42
2011-03-17,1118795.0,198.0,232109.0,4035.0,0.89
2011-03-16,241305.0,211.0,52066.0,4000.0,-0.92
2011-03-15,597473.0,243.0,127979.0,4037.0,-1.87
2011-03-14,812171.0,264.0,165278.0,4114.0,-1.19
2011-03-13,221942.0,139.0,45365.0,4164.0,-0.2
2011-03-10,38828.0,35.0,9407.0,4172.0,-0.32
2011-03-09,72381.0,70.0,15014.0,4186.0,0.58
2011-03-08,148458.0,77.0,33085.0,4162.0,-0.13
2011-03-07,295925.0,139.0,65067.0,4167.0,-2.03
2011-03-06,184413.0,125.0,38050.0,4254.0,2.86
2011-03-03,514641.0,264.0,111585.0,4136.0,-3.06
2011-03-02,589132.0,136.0,129768.0,4266.0,-2.99
2011-03-01,48351.0,46.0,10480.0,4398.0,1.28
2011-02-28,89844.0,58.0,18804.0,4342.0,-1.1
2011-02-27,269791.0,73.0,51305.0,4391.0,1.33
2011-02-24,262095.0,126.0,52454.0,4333.0,0.72
2011-02-23,254994.0,98.0,63048.0,4302.0,0.16
2011-02-22,130122.0,76.0,26257.0,4295.0,-0.48
2011-02-21,429239.0,204.0,91238.0,4316.0,0.49
2011-02-20,214858.0,95.0,47557.0,4295.0,-0.6
2011-02-17,578308.0,153.0,115988.0,4321.0,-0.8
2011-02-16,337779.0,89.0,68438.0,4355.0,-0.86
2011-02-14,222112.0,113.0,37873.0,4393.0,-0.81
2011-02-13,534306.0,87.0,126857.0,4429.0,0.41
2011-02-10,264583.0,83.0,60868.0,4411.0,-0.57
2011-02-09,51123.0,34.0,10541.0,4436.0,-0.52
2011-02-08,308063.0,115.0,59798.0,4460.0,0.37
2011-02-07,229520.0,87.0,44941.0,4443.0,-1.29
2011-02-06,46950.0,52.0,9736.0,4501.0,0.06
2011-02-03,42190.0,34.0,7926.0,4498.0,-0.75
2011-02-02,381656.0,144.0,67681.0,4532.0,2.0
2011-02-01,104584.0,66.0,22684.0,4443.0,0.43
2011-01-31,265314.0,118.0,58803.0,4424.0,0.1
2011-01-30,632969.0,262.0,129000.0,4420.0,-1.61
2011-01-27,569899.0,185.0,119636.0,4492.0,-0.61
2011-01-26,779914.0,172.0,155569.0,4520.0,-0.16
2011-01-25,415206.0,173.0,82894.0,4527.0,0.46
2011-01-24,165411.0,134.0,35801.0,4506.0,-0.44
2011-01-23,229063.0,112.0,50710.0,4526.0,-0.47
2011-01-20,270310.0,129.0,51237.0,4548.0,-0.15
2011-01-19,315927.0,132.0,59081.0,4555.0,-0.49
2011-01-18,436833.0,217.0,80152.0,4577.0,-0.35
2011-01-17,382171.0,188.0,68847.0,4593.0,0.05
2011-01-16,137664.0,80.0,28960.0,4591.0,-0.43
2011-01-13,125007.0,125.0,25615.0,4611.0,-0.49
2011-01-12,509830.0,249.0,89212.0,4633.0,0.09
2011-01-11,1180976.0,327.0,204186.0,4629.0,0.1
2011-01-10,1750730.0,391.0,310325.0,4625.0,0.56
2011-01-09,778002.0,310.0,140051.0,4599.0,-1.75
2011-01-06,2631199.0,622.0,484199.0,4681.0,2.56
2011-01-05,1615807.0,377.0,305333.0,4564.0,3.93
2011-01-04,202855.0,85.0,40323.0,4391.0,0.23
2011-01-03,112368.0,65.0,22014.0,4381.0,0.05
2011-01-02,244319.0,83.0,48076.0,4379.0,-0.82
2010-12-29,947659.0,136.0,215456.0,4415.0,1.3
2010-12-28,604855.0,105.0,143922.0,4358.0,0.84
2010-12-27,71824.0,60.0,16843.0,4322.0,-1.18
2010-12-26,151472.0,77.0,31380.0,4374.0,-0.31
2010-12-23,35671.0,56.0,6927.0,4387.0,0.42
2010-12-22,436724.0,172.0,88668.0,4369.0,0.22
2010-12-21,74897.0,63.0,16468.0,4359.0,0.85
2010-12-20,88900.0,69.0,18635.0,4323.0,-0.4
2010-12-19,200618.0,136.0,38836.0,4340.0,-0.45
2010-12-16,380834.0,126.0,81605.0,4360.0,-0.5
2010-12-15,155725.0,68.0,29885.0,4382.0,0.15
2010-12-14,58897.0,52.0,11773.0,4375.0,-0.61
2010-12-13,657791.0,208.0,122965.0,4402.0,0.1
2010-12-12,167972.0,69.0,36351.0,4398.0,-0.9
2010-12-09,362062.0,122.0,75712.0,4437.0,-0.12
2010-12-08,558483.0,113.0,107237.0,4443.0,-0.33
2010-12-06,340331.0,129.0,68078.0,4458.0,0.45
2010-12-05,524147.0,163.0,98907.0,4438.0,0.28
2010-12-02,44032.0,50.0,8742.0,4425.0,-0.09
2010-12-01,263461.0,89.0,52926.0,4429.0,0.16
2010-11-30,293022.0,73.0,57186.0,4423.0,0.41
2010-11-29,83854.0,60.0,18705.0,4404.0,-0.86
2010-11-28,67911.0,43.0,15552.0,4443.0,-0.22
2010-11-25,125988.0,54.0,24369.0,4452.0,-0.18
2010-11-24,155132.0,65.0,29634.0,4460.0,-0.48
2010-11-23,143507.0,77.0,29937.0,4482.0,0.57
2010-11-22,356553.0,114.0,75792.0,4456.0,0.88
2010-11-21,72995.0,51.0,16969.0,4417.0,-1.05
2010-11-14,365084.0,108.0,71689.0,4464.0,1.37
2010-11-11,242972.0,86.0,46236.0,4404.0,0.27
2010-11-10,488193.0,93.0,114388.0,4392.0,-0.12
2010-11-08,602435.0,146.0,131245.0,4398.0,-0.51
2010-11-07,109436.0,93.0,23788.0,4420.0,0.24
2010-11-04,99018.0,94.0,19887.0,4410.0,0.5
