Date,Value Traded,# of Transactions,# of Shares,Index,% Change
2009-01-20,1425084.0,542.0,369606.0,3775.0,-3.19
2009-01-19,1568377.0,478.0,290739.0,3900.0,-0.35
2009-01-18,735108.0,268.0,127277.0,3913.0,-0.58
2009-01-15,1580533.0,451.0,311115.0,3936.0,-1.27
2009-01-14,2844629.0,628.0,487037.0,3987.0,1.34
2009-01-13,1739444.0,486.0,337622.0,3934.0,0.48
2009-01-12,1689974.0,494.0,355088.0,3915.0,0.15
2009-01-11,588802.0,253.0,120592.0,3909.0,-0.95
2009-01-08,1261023.0,341.0,217440.0,3947.0,-0.68
2009-01-07,1429162.0,548.0,264929.0,3974.0,-1.71
2009-01-06,1187521.0,442.0,259357.0,4043.0,2.05
2009-01-05,1186082.0,448.0,232220.0,3962.0,-2.04
2009-01-04,2931800.0,549.0,643831.0,4045.0,4.69
2008-12-30,2306811.0,649.0,543050.0,3864.0,-0.73
2008-12-28,919751.0,361.0,222556.0,3892.0,-0.5
2008-12-24,2731516.0,444.0,773694.0,3911.0,0.39
2008-12-23,3608061.0,783.0,953413.0,3896.0,0.0
2008-12-22,2055918.0,868.0,355752.0,3896.0,-4.01
2008-12-21,423030.0,294.0,111780.0,4059.0,-4.12
2008-12-18,4790561.0,1336.0,793029.0,4234.0,-4.21
2008-12-17,4613801.0,1178.0,764352.0,4420.0,1.28
2008-12-16,8933258.0,1848.0,1429562.0,4364.0,-1.08
2008-12-15,6060474.0,1005.0,1152756.0,4412.0,3.52
2008-12-14,2396028.0,587.0,728680.0,4262.0,4.83
2008-12-04,4231807.0,914.0,846955.0,4065.0,4.62
2008-12-03,2781508.0,797.0,561250.0,3886.0,-1.34
2008-12-02,4347755.0,877.0,851753.0,3939.0,-4.94
2008-12-01,6008229.0,1105.0,1503663.0,4143.0,4.88
2008-11-30,384621.0,103.0,92103.0,3950.0,4.87
2008-11-27,2826223.0,777.0,679857.0,3767.0,4.72
2008-11-26,2994324.0,810.0,646514.0,3597.0,-0.31
2008-11-25,4841406.0,998.0,1228591.0,3608.0,3.77
2008-11-24,2622515.0,744.0,671882.0,3477.0,-3.97
2008-11-23,2395193.0,605.0,600757.0,3621.0,-4.98
2008-11-20,2384630.0,754.0,493808.0,3811.0,-4.04
2008-11-19,1499548.0,706.0,321857.0,3972.0,-1.11
2008-11-18,3946547.0,1025.0,763272.0,4016.0,-4.81
2008-11-17,1851621.0,342.0,350474.0,4219.0,4.8
2008-11-16,2043545.0,453.0,415493.0,4026.0,-4.9
2008-11-13,1153572.0,423.0,310350.0,4233.0,-2.09
2008-11-12,1157740.0,370.0,329841.0,4324.0,-4.73
2008-11-11,1030523.0,342.0,232256.0,4538.0,-4.95
2008-11-10,5475881.0,922.0,725159.0,4775.0,-4.12
2008-11-09,6176961.0,1111.0,793494.0,4980.0,0.06
2008-11-06,7330810.0,1110.0,1086777.0,4977.0,2.69
2008-11-05,488787.0,96.0,123585.0,4847.0,4.85
2008-11-04,2026490.0,442.0,410544.0,4622.0,1.16
2008-11-03,3406291.0,711.0,718426.0,4569.0,3.75
2008-11-02,1507651.0,197.0,400091.0,4404.0,4.9
2008-10-30,2044124.0,526.0,516333.0,4198.0,4.84
2008-10-29,1018015.0,235.0,257208.0,4005.0,4.84
2008-10-28,2682761.0,757.0,633135.0,3820.0,-3.96
2008-10-27,2486930.0,524.0,497011.0,3977.0,-4.92
2008-10-26,81930.0,42.0,18689.0,4183.0,-4.88
2008-10-23,3447076.0,715.0,610831.0,4398.0,-4.42
2008-10-22,3757440.0,813.0,561408.0,4601.0,-2.22
2008-10-21,2220132.0,593.0,340599.0,4706.0,-2.84
2008-10-20,2931115.0,801.0,492302.0,4843.0,-3.32
2008-10-19,965854.0,286.0,161594.0,5010.0,-0.29
2008-10-16,3248264.0,649.0,541126.0,5024.0,-2.65
2008-10-15,5254096.0,1008.0,810219.0,5161.0,-3.12
2008-10-14,1086981.0,119.0,152179.0,5327.0,4.91
2008-10-13,4147840.0,889.0,644430.0,5078.0,2.79
2008-10-12,1057344.0,274.0,209184.0,4940.0,-4.83
2008-10-09,6596312.0,1332.0,1021282.0,5190.0,0.44
2008-10-08,866796.0,196.0,179085.0,5168.0,-4.87
2008-10-07,688001.0,93.0,152309.0,5432.0,-4.89
2008-10-06,570318.0,150.0,116984.0,5712.0,-4.85
2008-10-05,705204.0,280.0,105003.0,6003.0,-4.84
2008-09-29,4385840.0,900.0,516108.0,6308.0,2.93
2008-09-28,2256359.0,532.0,222738.0,6128.0,0.99
2008-09-25,5929833.0,1004.0,626428.0,6068.0,-3.72
2008-09-24,9199997.0,1206.0,878534.0,6303.0,-0.37
2008-09-23,9590298.0,1163.0,1099693.0,6326.0,3.48
2008-09-22,6440683.0,981.0,733398.0,6113.0,3.96
2008-09-21,3401145.0,364.0,409619.0,5880.0,4.92
2008-09-18,4828026.0,911.0,707964.0,5605.0,0.65
2008-09-17,4729115.0,717.0,689615.0,5568.0,4.9
2008-09-16,4975852.0,855.0,729126.0,5308.0,-2.29
2008-09-15,3318753.0,642.0,505233.0,5433.0,-4.64
2008-09-14,3805841.0,678.0,515846.0,5697.0,-4.98
2008-09-11,3292586.0,699.0,427665.0,5995.0,-4.51
2008-09-10,3412731.0,725.0,391345.0,6278.0,-4.41
2008-09-09,2971341.0,491.0,345089.0,6568.0,-1.1
2008-09-08,3058953.0,584.0,362926.0,6641.0,0.63
2008-09-07,3142394.0,595.0,327387.0,6599.0,-4.36
2008-09-04,2349877.0,479.0,214334.0,6900.0,0.11
2008-09-03,5461797.0,873.0,557501.0,6892.0,-3.78
2008-09-02,2434802.0,457.0,212231.0,7163.0,-1.3
2008-09-01,7390047.0,895.0,695577.0,7257.0,-0.47
2008-08-31,9869327.0,1090.0,837899.0,7292.0,1.92
2008-08-28,4750849.0,702.0,455000.0,7154.0,-1.03
2008-08-27,9403564.0,1088.0,940892.0,7229.0,0.95
2008-08-26,8305936.0,1114.0,755837.0,7161.0,-0.87
2008-08-25,7870351.0,900.0,813083.0,7224.0,4.57
2008-08-24,1779404.0,334.0,219266.0,6908.0,4.95
2008-08-21,5171551.0,825.0,607027.0,6582.0,-4.02
2008-08-20,3254095.0,643.0,398094.0,6858.0,-4.92
2008-08-19,2688429.0,536.0,269744.0,7213.0,-0.1
2008-08-18,4682698.0,927.0,432375.0,7220.0,-2.72
2008-08-17,6609521.0,860.0,652012.0,7422.0,-4.29
2008-08-14,6457874.0,892.0,624308.0,7755.0,1.12
2008-08-13,6002253.0,762.0,499135.0,7669.0,1.81
2008-08-12,3820313.0,837.0,452785.0,7532.0,-2.39
2008-08-11,7335497.0,1068.0,610678.0,7717.0,-3.97
2008-08-10,6562547.0,894.0,565605.0,8036.0,4.95
2008-08-07,8560341.0,1010.0,726532.0,7657.0,4.26
2008-08-06,5037237.0,883.0,522472.0,7345.0,-1.06
2008-08-05,3274716.0,775.0,368638.0,7423.0,-4.15
2008-08-04,5394834.0,696.0,470096.0,7745.0,-2.25
2008-08-03,1992411.0,477.0,207409.0,7924.0,1.19
2008-07-31,5468920.0,998.0,520610.0,7830.0,-3.03
2008-07-30,10174741.0,984.0,823997.0,8075.0,-3.86
2008-07-29,11844203.0,1251.0,1024210.0,8399.0,3.89
2008-07-28,5777404.0,861.0,485537.0,8085.0,-0.42
2008-07-27,9364236.0,1294.0,861334.0,8119.0,-4.29
2008-07-24,11796275.0,1556.0,910461.0,8483.0,-0.26
2008-07-23,17023990.0,1641.0,1497090.0,8505.0,2.61
2008-07-22,5540174.0,949.0,555297.0,8289.0,1.04
2008-07-21,6809532.0,1079.0,655966.0,8204.0,0.87
2008-07-20,11022668.0,1671.0,1090814.0,8133.0,-1.32
2008-07-17,12467164.0,1637.0,1327068.0,8242.0,-1.8
2008-07-16,22543546.0,2156.0,2467357.0,8393.0,-3.89
2008-07-15,18489871.0,2039.0,1651454.0,8733.0,-0.65
2008-07-14,24875203.0,2139.0,2756765.0,8790.0,1.03
2008-07-13,20897943.0,1872.0,2540788.0,8700.0,4.96
2008-07-10,13381878.0,1444.0,1373155.0,8288.0,0.12
2008-07-09,18766683.0,1996.0,1880470.0,8279.0,-2.61
2008-07-08,12970318.0,1508.0,1500703.0,8500.0,-4.98
2008-07-07,21712565.0,2328.0,2401900.0,8946.0,-2.17
2008-07-06,30212368.0,2768.0,3268986.0,9145.0,-1.42
2008-07-03,24301454.0,2389.0,2433129.0,9276.0,-1.74
2008-07-02,39042784.0,2978.0,3630916.0,9441.0,-1.63
2008-07-01,24960143.0,1619.0,2393990.0,9597.0,4.98
2008-06-30,18204550.0,1659.0,1416157.0,9142.0,4.49
2008-06-29,15732883.0,1529.0,1153159.0,8749.0,-1.2
2008-06-26,12737707.0,1243.0,1048781.0,8855.0,-4.96
2008-06-25,30774830.0,2434.0,1885369.0,9318.0,-2.88
2008-06-24,21345759.0,1499.0,1476738.0,9595.0,-2.2
2008-06-23,9680654.0,990.0,1488657.0,9810.0,-4.28
2008-06-22,62258450.0,3500.0,3506978.0,10249.0,-4.97
2008-06-19,39283712.0,2308.0,2276762.0,10786.0,2.96
2008-06-18,52321178.0,2957.0,3296799.0,10476.0,2.11
2008-06-17,36589722.0,2228.0,2654998.0,10259.0,3.2
2008-06-16,72162002.0,4443.0,5023583.0,9940.0,-0.43
2008-06-15,19279313.0,1181.0,2429709.0,9983.0,4.97
2008-06-12,34024711.0,1904.0,2791606.0,9511.0,3.2
2008-06-11,44922604.0,3053.0,3449182.0,9216.0,1.38
2008-06-10,28729073.0,2138.0,2840992.0,9090.0,4.39
2008-06-09,13208271.0,1257.0,1500936.0,8708.0,-0.18
2008-06-08,16283786.0,1571.0,1463491.0,8723.0,1.83
2008-06-05,18766924.0,1713.0,1421056.0,8567.0,-1.17
2008-06-04,9370566.0,1008.0,935408.0,8668.0,-1.37
2008-06-03,11274209.0,902.0,1011585.0,8789.0,-1.2
2008-06-02,11866217.0,1128.0,1086823.0,8896.0,0.16
2008-06-01,19221528.0,1778.0,1516083.0,8882.0,-0.16
2008-05-29,20360526.0,2002.0,2106247.0,8896.0,1.65
2008-05-28,14986097.0,1353.0,1508413.0,8751.0,4.4
2008-05-27,6433577.0,989.0,539251.0,8382.0,-1.11
2008-05-26,10444867.0,1196.0,825332.0,8476.0,-1.87
2008-05-22,22358528.0,1778.0,1552645.0,8637.0,-0.57
2008-05-21,13561405.0,1144.0,1128514.0,8687.0,3.06
2008-05-20,7994845.0,1103.0,640470.0,8429.0,1.91
2008-05-19,14653638.0,1626.0,1197874.0,8270.0,-3.27
2008-05-18,15236187.0,1596.0,1154603.0,8550.0,-1.3
2008-05-15,25206888.0,2507.0,1929247.0,8662.0,-2.05
2008-05-14,42068269.0,2855.0,3247419.0,8844.0,-0.47
2008-05-13,24290862.0,2062.0,1556948.0,8886.0,0.27
2008-05-12,42945523.0,2465.0,2847545.0,8862.0,2.44
2008-05-11,40784011.0,3051.0,3019152.0,8650.0,-4.75
2008-05-08,33887049.0,2297.0,2433023.0,9081.0,1.82
2008-05-07,43278869.0,2870.0,3512705.0,8919.0,3.41
2008-05-06,38499667.0,2909.0,3184673.0,8624.0,4.93
2008-05-05,32486363.0,2769.0,2610643.0,8219.0,-1.05
2008-05-04,22186723.0,2109.0,2071295.0,8307.0,1.08
2008-04-30,14714176.0,1406.0,1815166.0,8218.0,0.49
2008-04-29,7725575.0,819.0,550802.0,8178.0,-2.09
2008-04-28,10329249.0,1302.0,1180106.0,8352.0,-0.81
2008-04-27,12721044.0,1263.0,1524956.0,8421.0,0.83
2008-04-24,10474817.0,1464.0,1179616.0,8352.0,-1.25
2008-04-23,16387667.0,1195.0,1992401.0,8457.0,-0.68
2008-04-22,13069277.0,1454.0,1593842.0,8515.0,0.39
2008-04-21,29571041.0,2959.0,3594645.0,8482.0,-2.21
2008-04-20,33566344.0,2527.0,3819411.0,8673.0,3.76
2008-04-17,43174018.0,2791.0,5559116.0,8359.0,2.26
2008-04-16,25860180.0,2257.0,3245297.0,8174.0,1.96
2008-04-15,58506700.0,3816.0,7276581.0,8016.0,-0.33
2008-04-14,38491758.0,3211.0,3946802.0,8043.0,1.02
2008-04-13,31925205.0,2810.0,3076315.0,7962.0,3.23
2008-04-10,16879469.0,1829.0,2125694.0,7713.0,0.53
2008-04-09,20388948.0,2293.0,2669213.0,7672.0,0.19
2008-04-08,22003118.0,2239.0,2953889.0,7658.0,4.34
2008-04-07,17803423.0,2331.0,2150001.0,7339.0,0.08
2008-04-06,38653004.0,2858.0,4605731.0,7333.0,-4.61
2008-04-03,38507795.0,3080.0,4428763.0,7688.0,1.17
2008-04-02,32172162.0,2027.0,2760766.0,7598.0,4.21
2008-04-01,20390831.0,1888.0,1935272.0,7292.0,4.37
2008-03-31,26826338.0,2424.0,2394557.0,6986.0,-2.73
2008-03-30,17918166.0,1572.0,1455918.0,7183.0,4.93
2008-03-27,21351952.0,1889.0,1856779.0,6845.0,4.96
2008-03-26,21746022.0,2290.0,2002747.0,6522.0,4.5
2008-03-25,6130471.0,580.0,661698.0,6241.0,-4.96
2008-03-24,16071016.0,1722.0,1492757.0,6567.0,-4.42
2008-03-23,17308907.0,1890.0,1422926.0,6871.0,-4.69
2008-03-19,27287571.0,2684.0,2400565.0,7208.0,-2.79
2008-03-18,45542319.0,3328.0,3220805.0,7415.0,-3.8
2008-03-17,42050075.0,2476.0,3004959.0,7708.0,1.12
2008-03-16,5522830.0,595.0,800194.0,7623.0,3.18
2008-03-13,16752386.0,1195.0,1468924.0,7387.0,3.54
2008-03-12,50932099.0,3257.0,4873855.0,7135.0,-1.02
2008-03-11,15284758.0,1307.0,2482135.0,7208.0,3.82
2008-03-10,15236574.0,1027.0,1674214.0,6943.0,3.16
2008-03-09,18037967.0,1217.0,1865967.0,6730.0,3.49
2008-03-06,19839065.0,1884.0,1920474.0,6503.0,0.55
2008-03-05,16896780.0,1678.0,1675104.0,6468.0,0.27
2008-03-04,41384632.0,2956.0,4071093.0,6450.0,-4.22
2008-03-03,29925171.0,2496.0,3172591.0,6734.0,1.47
2008-03-02,10489829.0,1083.0,1589636.0,6637.0,2.01
2008-02-28,35317147.0,2218.0,4308970.0,6507.0,3.1
2008-02-27,17999226.0,1971.0,2291269.0,6311.0,1.37
2008-02-26,13831837.0,1747.0,1939051.0,6226.0,3.72
2008-02-25,25475279.0,2304.0,3511221.0,6002.0,-2.06
2008-02-24,12201883.0,1230.0,1818828.0,6129.0,3.31
2008-02-21,17530429.0,1615.0,2761964.0,5932.0,4.74
2008-02-20,7477849.0,1104.0,1265695.0,5664.0,4.22
2008-02-19,1190036.0,403.0,208256.0,5435.0,-1.7
2008-02-18,1801691.0,523.0,316496.0,5529.0,-0.62
2008-02-17,3117481.0,677.0,535788.0,5563.0,-2.1
2008-02-14,4593018.0,683.0,780767.0,5683.0,-0.94
2008-02-13,5095571.0,775.0,826748.0,5737.0,-0.05
2008-02-12,4613186.0,817.0,770157.0,5740.0,3.15
2008-02-11,3848978.0,707.0,582043.0,5564.0,-3.05
2008-02-10,4183505.0,903.0,701047.0,5739.0,-2.52
2008-02-07,5133759.0,886.0,856057.0,5887.0,-0.24
2008-02-06,5654428.0,892.0,913372.0,5902.0,-3.47
2008-02-05,12677061.0,1671.0,2065831.0,6114.0,-2.12
2008-02-04,17868566.0,1941.0,2736767.0,6247.0,0.21
2008-02-03,19359905.0,1956.0,2835502.0,6233.0,3.83
2008-02-02,15716854.0,1725.0,2557869.0,6003.0,4.06
2008-01-29,8779860.0,1127.0,1369005.0,5769.0,-1.15
2008-01-28,8839700.0,1032.0,1467437.0,5837.0,0.12
2008-01-27,10516994.0,1174.0,1721244.0,5830.0,1.4
2008-01-24,9125055.0,1311.0,1342966.0,5749.0,1.67
2008-01-23,12110109.0,1489.0,1870931.0,5655.0,-2.36
2008-01-22,8112562.0,991.0,1251992.0,5791.0,-5.0
2008-01-21,14225809.0,1660.0,2042402.0,6096.0,-1.28
2008-01-20,16526438.0,1926.0,2499694.0,6175.0,2.46
2008-01-17,12335368.0,1372.0,1806683.0,6026.0,0.77
2008-01-16,17426548.0,1917.0,2415311.0,5980.0,-0.63
2008-01-15,13974872.0,1716.0,1960817.0,6019.0,3.65
2008-01-14,11273473.0,1822.0,1686581.0,5807.0,1.91
2008-01-13,22456922.0,2360.0,3265332.0,5698.0,-4.89
2008-01-09,19855404.0,2415.0,2985580.0,5991.0,4.03
2008-01-08,14259591.0,1416.0,2267315.0,5759.0,4.96
2008-01-07,19901681.0,2077.0,3021171.0,5487.0,1.19
2008-01-06,14430642.0,1461.0,2279905.0,5422.0,4.87
2008-01-03,11808388.0,1007.0,1919979.0,5171.0,4.87
2008-01-02,5332398.0,657.0,1072004.0,4931.0,4.92
2007-12-30,3062460.0,863.0,576934.0,4700.0,-2.58
2007-12-27,4922043.0,1126.0,940120.0,4824.0,0.12
2007-12-26,5641808.0,1244.0,1022118.0,4818.0,2.94
2007-12-24,5595228.0,1209.0,916036.0,4681.0,-3.65
2007-12-23,17744123.0,2481.0,2914763.0,4858.0,-1.96
2007-12-17,10567523.0,1363.0,1824508.0,4955.0,4.8
2007-12-16,8564166.0,1433.0,1436629.0,4728.0,4.24
2007-12-13,4239441.0,1127.0,725164.0,4536.0,-0.01
2007-12-12,6537842.0,1253.0,1068774.0,4536.0,-0.97
2007-12-11,11331923.0,1720.0,2050480.0,4581.0,1.71
2007-12-10,5605755.0,918.0,1136313.0,4504.0,4.84
2007-12-09,6088567.0,1197.0,1268455.0,4296.0,4.85
2007-12-06,4502247.0,908.0,799866.0,4097.0,0.62
2007-12-05,5511990.0,1159.0,1070660.0,4072.0,1.56
2007-12-04,6592316.0,1043.0,1309735.0,4010.0,4.83
2007-12-03,5501101.0,987.0,1210418.0,3825.0,4.09
2007-12-02,564123.0,141.0,148263.0,3674.0,0.95
2007-11-29,562151.0,151.0,116110.0,3640.0,-0.84
2007-11-28,452089.0,187.0,109732.0,3671.0,0.91
2007-11-27,296780.0,145.0,70163.0,3638.0,-0.49
2007-11-26,1094407.0,334.0,269677.0,3655.0,-0.52
2007-11-25,1457580.0,534.0,367360.0,3674.0,2.5
2007-11-22,929354.0,262.0,175575.0,3585.0,1.18
2007-11-21,104087.0,67.0,29584.0,3543.0,-0.36
2007-11-19,179027.0,94.0,47452.0,3556.0,0.25
2007-11-18,111435.0,67.0,31148.0,3547.0,-0.25
2007-11-15,178734.0,127.0,43871.0,3556.0,0.9
2007-11-14,256881.0,71.0,50060.0,3524.0,-0.68
2007-11-13,232350.0,88.0,59031.0,3548.0,-0.6
2007-11-12,250567.0,102.0,64677.0,3569.0,-0.47
2007-11-11,556670.0,182.0,124364.0,3586.0,1.01
2007-11-08,425951.0,125.0,99045.0,3550.0,-0.67
2007-11-07,399038.0,169.0,79872.0,3575.0,-0.18
2007-11-06,666187.0,235.0,139242.0,3581.0,-1.89
2007-11-05,2789965.0,592.0,625876.0,3650.0,4.11
2007-11-04,276631.0,118.0,57556.0,3506.0,0.74
2007-11-01,102153.0,85.0,24065.0,3480.0,-0.51
2007-10-31,287142.0,119.0,63608.0,3498.0,0.18
2007-10-30,589047.0,179.0,119738.0,3492.0,0.92
2007-10-29,410944.0,180.0,98612.0,3460.0,-1.31
2007-10-28,292651.0,167.0,59184.0,3506.0,-0.32
2007-10-25,1411401.0,356.0,260276.0,3517.0,1.35
2007-10-24,418717.0,183.0,88679.0,3470.0,-0.88
2007-10-23,521353.0,229.0,121946.0,3501.0,1.54
2007-10-22,1565394.0,391.0,387486.0,3448.0,-0.21
2007-10-21,623871.0,272.0,140116.0,3455.0,-0.85
2007-10-18,898176.0,315.0,236256.0,3484.0,1.52
2007-10-17,860776.0,296.0,206741.0,3432.0,-2.06
2007-10-16,1451563.0,411.0,326997.0,3504.0,4.24
2007-10-11,910734.0,153.0,289375.0,3362.0,2.86
2007-10-10,213156.0,92.0,46122.0,3268.0,-0.43
2007-10-09,597845.0,137.0,180761.0,3282.0,0.35
2007-10-08,395640.0,168.0,107979.0,3271.0,3.13
2007-10-07,222557.0,107.0,61599.0,3172.0,-1.31
2007-10-04,522845.0,193.0,163627.0,3214.0,1.74
2007-10-03,149495.0,93.0,32693.0,3159.0,1.26
2007-10-02,149651.0,103.0,33394.0,3119.0,2.12
2007-10-01,42964.0,46.0,14502.0,3055.0,0.17
2007-09-30,98662.0,81.0,28065.0,3050.0,-0.37
2007-09-27,90123.0,60.0,24306.0,3061.0,0.0
2007-09-26,98867.0,54.0,30794.0,3061.0,-0.13
2007-09-25,119232.0,62.0,27137.0,3065.0,-0.16
2007-09-24,209160.0,126.0,57249.0,3070.0,1.73
2007-09-23,78991.0,98.0,23578.0,3018.0,-0.12
2007-09-20,23506.0,45.0,7276.0,3021.0,0.59
2007-09-19,67354.0,66.0,23023.0,3004.0,-0.34
2007-09-18,31237.0,43.0,10080.0,3014.0,0.42
2007-09-17,191133.0,101.0,64121.0,3001.0,0.22
2007-09-16,95065.0,59.0,28250.0,2994.0,0.64
2007-09-13,127182.0,59.0,33329.0,2975.0,-0.17
2007-09-12,61429.0,76.0,17606.0,2980.0,-0.04
2007-09-11,158509.0,66.0,54808.0,2982.0,0.26
2007-09-10,177378.0,80.0,43954.0,2974.0,0.09
2007-09-09,226467.0,143.0,73372.0,2971.0,0.09
2007-09-06,60432.0,74.0,17278.0,2969.0,-0.64
2007-09-05,186708.0,154.0,66832.0,2988.0,0.05
2007-09-04,457583.0,244.0,141639.0,2986.0,-2.54
2007-09-03,123416.0,83.0,35312.0,3064.0,-0.42
2007-09-02,42224.0,53.0,11535.0,3077.0,0.5
2007-08-30,396044.0,153.0,127554.0,3062.0,-1.72
2007-08-29,104548.0,37.0,32647.0,3115.0,-0.41
2007-08-28,117244.0,63.0,24248.0,3128.0,-0.41
2007-08-27,112447.0,66.0,34226.0,3141.0,0.09
2007-08-26,73454.0,54.0,24699.0,3138.0,0.37
2007-08-23,117899.0,78.0,32538.0,3126.0,0.16
2007-08-22,154256.0,88.0,46138.0,3121.0,-0.8
2007-08-21,132746.0,79.0,41412.0,3147.0,0.4
2007-08-20,245219.0,91.0,85875.0,3134.0,-0.09
2007-08-19,179233.0,73.0,37952.0,3137.0,-1.51
2007-08-16,86057.0,65.0,23793.0,3185.0,-0.32
2007-08-15,141092.0,89.0,38720.0,3195.0,-0.32
2007-08-14,150187.0,45.0,30847.0,3205.0,0.16
2007-08-13,82632.0,54.0,27595.0,3200.0,0.88
2007-08-12,210375.0,98.0,62052.0,3172.0,-1.7
2007-08-09,74426.0,63.0,18588.0,3227.0,0.91
2007-08-08,218852.0,69.0,46838.0,3198.0,-0.98
2007-08-07,225130.0,69.0,78269.0,3230.0,0.71
2007-08-06,139448.0,105.0,37680.0,3207.0,-0.9
2007-08-05,71693.0,60.0,18720.0,3236.0,-0.7
2007-08-02,162893.0,114.0,50715.0,3259.0,0.51
2007-08-01,91355.0,56.0,30531.0,3243.0,-0.89
2007-07-30,143804.0,64.0,47433.0,3272.0,0.0
2007-07-29,266583.0,98.0,71963.0,3272.0,0.15
2007-07-26,236851.0,86.0,57062.0,3267.0,-0.89
2007-07-25,96911.0,48.0,23234.0,3296.0,0.27
2007-07-24,197731.0,77.0,49211.0,3287.0,0.0
2007-07-23,541418.0,165.0,175317.0,3287.0,-0.51
2007-07-22,200231.0,99.0,54548.0,3304.0,-1.03
2007-07-19,145018.0,75.0,34232.0,3338.0,0.15
2007-07-18,90767.0,59.0,28338.0,3333.0,-0.5
2007-07-17,205154.0,145.0,52155.0,3350.0,0.85
2007-07-16,221447.0,114.0,51022.0,3322.0,0.0
2007-07-15,122959.0,66.0,32009.0,3322.0,-0.3
2007-07-12,306606.0,66.0,65743.0,3332.0,0.45
2007-07-11,139260.0,82.0,35683.0,3317.0,-1.23
2007-07-10,138468.0,60.0,39520.0,3358.0,-0.62
2007-07-09,320209.0,147.0,97437.0,3379.0,0.1
2007-07-08,361856.0,141.0,111698.0,3375.0,0.63
2007-07-05,142415.0,75.0,46085.0,3354.0,0.38
2007-07-04,85310.0,89.0,23200.0,3341.0,-0.15
2007-07-03,399835.0,198.0,119384.0,3346.0,0.73
2007-07-02,286827.0,156.0,85422.0,3322.0,0.06
2007-07-01,263982.0,94.0,60434.0,3320.0,1.34
2007-06-28,439832.0,188.0,102647.0,3276.0,-0.7
2007-06-27,178283.0,137.0,40811.0,3299.0,-0.74
2007-06-26,323183.0,146.0,77397.0,3324.0,-0.26
2007-06-25,319300.0,190.0,70186.0,3332.0,-1.09
2007-06-24,720748.0,264.0,139644.0,3369.0,-0.16
2007-06-21,1844251.0,428.0,351118.0,3374.0,1.53
2007-06-20,1867862.0,411.0,350747.0,3323.0,0.68
2007-06-19,1120717.0,333.0,273363.0,3301.0,1.88
2007-06-18,1107024.0,306.0,213328.0,3240.0,2.57
2007-06-17,82526.0,62.0,22634.0,3159.0,-0.32
2007-06-14,306125.0,111.0,94292.0,3169.0,1.04
2007-06-13,126704.0,86.0,40667.0,3136.0,-0.31
2007-06-12,430661.0,187.0,136130.0,3146.0,-0.34
2007-06-11,115869.0,67.0,27491.0,3157.0,0.64
2007-06-10,465383.0,133.0,125262.0,3137.0,-1.13
2007-06-07,163480.0,85.0,36919.0,3173.0,0.29
2007-06-06,89518.0,69.0,25298.0,3163.0,-0.94
2007-06-05,238636.0,87.0,61322.0,3194.0,0.0
2007-06-04,120802.0,73.0,30806.0,3194.0,0.71
2007-06-03,30808.0,32.0,7874.0,3171.0,-0.63
2007-05-31,272890.0,122.0,73213.0,3191.0,2.22
2007-05-30,100872.0,83.0,25253.0,3122.0,0.38
2007-05-29,63289.0,60.0,18639.0,3110.0,0.19
2007-05-28,113417.0,73.0,26688.0,3104.0,0.11
2007-05-27,199601.0,125.0,56174.0,3101.0,-0.16
2007-05-24,57692.0,43.0,13938.0,3106.0,-0.32
2007-05-23,103919.0,76.0,28292.0,3116.0,-0.95
2007-05-22,298193.0,86.0,60368.0,3146.0,-0.26
2007-05-21,106015.0,64.0,23006.0,3154.0,-1.44
2007-05-20,153807.0,105.0,42467.0,3200.0,0.0
2007-05-17,138201.0,51.0,34915.0,3200.0,-0.34
2007-05-16,95197.0,79.0,25992.0,3211.0,-0.16
2007-05-15,107948.0,66.0,31516.0,3216.0,0.1
2007-05-14,119586.0,95.0,31581.0,3213.0,-0.13
2007-05-13,93991.0,59.0,20482.0,3217.0,0.21
2007-05-10,56380.0,39.0,11510.0,3211.0,-0.02
2007-05-09,234600.0,93.0,57793.0,3211.0,-0.42
2007-05-08,85727.0,50.0,19887.0,3225.0,0.55
2007-05-07,155638.0,126.0,43954.0,3207.0,-0.54
2007-05-06,66893.0,58.0,16044.0,3225.0,-0.08
2007-05-03,118214.0,75.0,27589.0,3227.0,-1.14
2007-05-02,175092.0,98.0,38898.0,3264.0,0.93
2007-05-01,370279.0,144.0,83283.0,3235.0,-2.5
2007-04-30,14800.0,10.0,4669.0,3318.0,-2.74
2007-04-26,1022572.0,353.0,215933.0,3411.0,1.3
2007-04-25,156016.0,84.0,41613.0,3367.0,0.15
2007-04-24,245051.0,123.0,70222.0,3362.0,-0.21
2007-04-23,229646.0,122.0,51204.0,3369.0,0.27
2007-04-22,156303.0,87.0,40061.0,3360.0,-1.02
2007-04-19,278360.0,135.0,70014.0,3395.0,-0.15
2007-04-18,266907.0,122.0,69288.0,3400.0,0.54
2007-04-17,456720.0,148.0,100882.0,3382.0,0.67
2007-04-16,508681.0,124.0,129608.0,3359.0,0.71
2007-04-15,569041.0,173.0,130526.0,3336.0,-0.92
2007-04-12,99285.0,74.0,26507.0,3367.0,-0.05
2007-04-11,96905.0,54.0,26055.0,3369.0,-0.02
2007-04-10,293566.0,88.0,82979.0,3369.0,0.17
2007-04-09,181789.0,102.0,45378.0,3363.0,0.09
